微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
JzVM77Clb,"转发理由:我来试一试！  
原始用户: 爱奇艺电视剧
转发内容: #狼殿下# 福利继续！是赏金猎人疾冲也是川王世子，通透善良又潇洒，关注&转发微博，抽送绝美疾冲冲@X玖少年团肖战DAYTOY 签名照1张，共赏满天星~#肖战疾冲#  抽奖详情  原图 ",,无,http://wx1.sinaimg.cn/large/6d40f7f4ly1glytvl213ej21400u0u0x.jpg,False,无,无,2020-12-24 12:30,nova7Pro你在焦点在,0,0,0
JzUPUwgNu,存 微博故事   ,,无,无,True,无,无,2020-12-24 10:06,nova7Pro你在焦点在,0,0,0
JzTQC9ISo,#电视剧大赏#我已为@X玖少年团肖战DAYTOY  投出一票，和我一起选出2020年人气男性角色吧～人气男性角色  ,,无,无,True,无,无,2020-12-24 07:35,势力榜,0,0,1
JzTQvqg0J,#电视剧大赏#我已为@电视剧狼殿下  投出一票，和我一起选出2020年人气电视剧吧～人气剧集  ,,无,无,True,无,无,2020-12-24 07:35,势力榜,0,0,0
JzQIpwuFD,"转发理由:转发微博  
原始用户: CCTV电视剧
转发内容: #剧然还没睡# 听首歌，好好睡一觉，明天依旧光芒万丈哦晚安咯 CCTV电视剧的微博视频  ",,无,无,False,无,无,2020-12-23 23:37,nova7Pro你在焦点在,0,0,0
JzOA32SvO,"转发理由:转发微博  
原始用户: 战挼春色·肖战
转发内容: #肖战# ｜#肖战星光大赏# 最幸运的幸运。@X玖少年团肖战DAYTOY 战挼春色·肖战的微博视频  ",,无,无,False,无,无,2020-12-23 18:11,nova7Pro你在焦点在,0,0,0
JzLRFEImW,"转发理由:转发微博  
原始用户: ·岛知道·
转发内容: #肖战[超话]##肖战# xz#向全世界安利肖战# ▪️ 你的一寸一寸填满欲望自修/图禁二改/禁抹水印/二传需注明出处  [组图共9张] 原图 ",,无,"http://ww2.sinaimg.cn/large/906920a4gy1glxk0f4d8kj21p42jox6q.jpg,http://ww2.sinaimg.cn/large/906920a4gy1glxk0iumnij21p42jox6q.jpg,http://ww2.sinaimg.cn/large/906920a4gy1glxk0m072pj21p42jonpe.jpg,http://ww1.sinaimg.cn/large/906920a4gy1glxk0p032wj21p42jokjm.jpg,http://ww4.sinaimg.cn/large/906920a4gy1glxk0qxtl5j21900u01a8.jpg,http://ww2.sinaimg.cn/large/906920a4gy1glxk0toessj21902hz7wh.jpg,http://ww4.sinaimg.cn/large/906920a4gy1glxk0s8o5gj21902hz4qp.jpg,http://ww3.sinaimg.cn/large/906920a4gy1glxk0v1m8qj21902hx4qp.jpg,http://ww4.sinaimg.cn/large/906920a4gy1glxk0wdjawj21902hw1kx.jpg",False,无,无,2020-12-23 11:16,nova7Pro你在焦点在,0,0,0
JzLwyj8n1,"转发理由://@你该美丽中带着刺:我来啦我来啦！！！如果我拿到，承诺直接给点子最多的澳龙姐姐  
原始用户: 娱乐有饭
转发内容: #小饭的口袋# 12月的福利多多！小饭带着#肖战[超话]# @X玖少年团肖战DAYTOY 亲笔签名照来啦！关注@娱乐有饭 ，送给热转第一的小可爱哦12月25日12点开 ！  原图 ",,无,http://wx1.sinaimg.cn/large/00249OSzly1glnf0q3knoj62c02c0u0y02.jpg,False,无,无,2020-12-23 10:24,nova7Pro你在焦点在,0,0,0
JzKCywFYG,#电视剧大赏#我已为@电视剧狼殿下  投出一票，和我一起选出2020年人气电视剧吧～人气剧集  ,,无,无,True,无,无,2020-12-23 08:06,势力榜,0,0,0
JzKwxBXQ0,#电视剧大赏#我已为@X玖少年团肖战DAYTOY  投出一票，和我一起选出2020年人气男性角色吧～人气男性角色  ,,无,无,True,无,无,2020-12-23 07:51,势力榜,0,0,0
JzKpShNus,"转发理由:好帅呜呜呜呜呜呜呜呜  
原始用户: 藏好你的兔尾巴
转发内容: #肖战# 好帅呜呜呜呜呜呜哥哥哥哥 藏好你的兔尾巴的微博视频  ",,无,无,False,无,无,2020-12-23 07:35,nova7Pro你在焦点在,0,0,0
JzHad9FzR,"转发理由:顺顺利利！  
原始用户: 星闻揭秘
转发内容: 肖战快问快答：2021顺顺利利 #肖战2020最大的变化剪了短发# 肖战：（手机里最新保存了一张表情包）就觉得它好好笑，就有个小肥猫很好笑；2020最开心的瞬间爸妈来陪我；今年吃的最好食物妈妈带的酱牛肉；今年最大的变化大家都看的到，剪了一个短头发；成长、勇敢、思考；2021顺顺利利 #肖战# #星闻揭秘[超话]# 星闻揭秘的微博视频                     ",,无,无,False,无,无,2020-12-22 23:18,nova7Pro你在焦点在,0,0,0
JzH9vCPI2,#苏战[超话]#今天肖战在我脑子里唱了一天歌了辛苦了，老公~[爱你]  [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/006QMTzMly1glx1j5phm6j30qt1bo46s.jpg,http://ww2.sinaimg.cn/large/006QMTzMly1glx1j5zuzlj305i05d745.jpg",无,True,无,无,2020-12-22 23:16,苏战超话,21,0,7
JzH797nPU,"转发理由:眼泪和口水一起流了下来  
原始用户: 溺水小刀片
转发内容: 我艹  原图 ",,无,http://wx2.sinaimg.cn/large/0068kDDqgy1glwwttm3x8j30tp1p0qie.jpg,False,无,无,2020-12-22 23:10,nova7Pro你在焦点在,0,0,0
JzH68c3Jo,"转发理由:余生请多指教  
原始用户: 姐姐追剧中
转发内容: #肖战星光大赏# 20201220 星光大赏 余生，请多指教 + 最幸运的幸运 7分半钟直拍 1080P+@X玖少年团肖战DAYTOY 现场感很强的一个直拍，有我们的尖叫，有红色的点点星光，有清晰的每一个表情，和最动人的歌声……#肖战2020最大的变化剪了短发#  姐姐追剧中的微博视频  ",,无,无,False,无,无,2020-12-22 23:08,nova7Pro你在焦点在,0,0,0
JzGQfxPUM,"转发理由:谁能受得了！！！！！  
原始用户: 西莫DAYTOY
转发内容: #肖战# 桃桃来啦！！🍑 西莫DAYTOY的微博视频  ",,无,无,False,无,无,2020-12-22 22:29,nova7Pro你在焦点在,0,0,0
JzFOmtBw2,"转发理由:你看，我们永远都会陪着你的@X玖少年团肖战DAYTOY  
原始用户: 安安很好啊
转发内容: #肖战[超话]#xz#肖战星光大赏# xzgg#向全世界安利肖战# 真的要哭死了，好不容易缓过来，准备修图时又看到这几张照片，这个眼神我要哭死了生图！！！我还没来得及修！！@X玖少年团肖战DAYTOY 昨天没加，禁二传二改！！！！  [组图共7张] 原图 ",,无,"http://ww2.sinaimg.cn/large/006GJuwDly1glxzsxchz0j337k4tcx6r.jpg,http://ww2.sinaimg.cn/large/006GJuwDly1glxzszjw8hj337k4tcx6r.jpg,http://ww3.sinaimg.cn/large/006GJuwDly1glxzt0sq02j337k4tcnpf.jpg,http://ww2.sinaimg.cn/large/006GJuwDly1glxzt26s8zj337k4tcnpf.jpg,http://ww2.sinaimg.cn/large/006GJuwDly1glxzt3m1ehj337k4tcqv7.jpg,http://ww2.sinaimg.cn/large/006GJuwDly1glxzt5om6mj337k4tc4qt.jpg,http://ww3.sinaimg.cn/large/006GJuwDly1glxzt7duy0j337k4tce83.jpg",False,无,无,2020-12-22 19:51,nova7Pro你在焦点在,0,0,0
JzFMD0IC7,"转发理由:转发微博  
原始用户: 佳辰ecstasy
转发内容: 可以用做手机壁纸的高清无水印版本来啦！一次性满满的挑了18张，分辨率有3000px哦。那天在现场看到那么多红色我还以为是舞美特意做的光效怪我读书太少~哈哈~提前祝你们新年快乐啦！谢谢大家的喜欢，希望有一天我能有机会再次拍到你们的爱豆。【PS：经粉丝友情提醒，特别备注下，所有照片禁商用禁二改哦！】#肖战# 肖战超话 #肖战余生请多指教#         [组图共18张]      原图                     ",,无,"http://ww1.sinaimg.cn/large/49ccf815ly1glz40t3yz6j21jk2bce81.jpg,http://ww3.sinaimg.cn/large/49ccf815ly1glz40u0y2zj21jk2bcb29.jpg,http://ww3.sinaimg.cn/large/49ccf815ly1glz40vlvfyj21jk2bc7wh.jpg,http://ww1.sinaimg.cn/large/49ccf815ly1glz40y0s4zj21jk2bc4qp.jpg,http://ww1.sinaimg.cn/large/49ccf815ly1glz40shij6j22bc1jkhdt.jpg,http://ww3.sinaimg.cn/large/49ccf815ly1glz40you1uj21jk2bc7wh.jpg,http://ww4.sinaimg.cn/large/49ccf815ly1glz40v0lv0j21jk2bcnpd.jpg,http://ww2.sinaimg.cn/large/49ccf815ly1glz40wlf60j22bc1jkb29.jpg,http://ww4.sinaimg.cn/large/49ccf815ly1glz40znw8aj22bc1jkqv5.jpg,http://ww1.sinaimg.cn/large/49ccf815ly1glz410hbzej22bc1jku0x.jpg,http://ww4.sinaimg.cn/large/49ccf815ly1glz411cq86j21jk2bce81.jpg,http://ww2.sinaimg.cn/large/49ccf815ly1glz411uhv7j21jk2bc1kx.jpg,http://ww4.sinaimg.cn/large/49ccf815ly1glz412drmdj22bc1jk4qp.jpg,http://ww2.sinaimg.cn/large/49ccf815ly1glz413en8hj22bc1jk7wh.jpg,http://ww3.sinaimg.cn/large/49ccf815ly1glz414dkwzj21jk2bcb29.jpg,http://ww2.sinaimg.cn/large/49ccf815ly1glz40rps66j22bc1jkb29.jpg,http://ww1.sinaimg.cn/large/49ccf815ly1glz415b0y9j21jk2bce81.jpg,http://ww2.sinaimg.cn/large/49ccf815ly1glz416h0ihj21jk2bce81.jpg",False,无,无,2020-12-22 19:47,nova7Pro你在焦点在,0,0,0
JzFnW2U4L,"转发理由:我结婚就用这个  
原始用户: 沙鸥追剧中
转发内容: 目测余生请多指教这首歌会开始出现在各个结婚典礼上#肖战#  沙鸥罐罐的微博视频  ",,无,无,False,无,无,2020-12-22 18:46,nova7Pro你在焦点在,0,0,0
JzEcjvq5n,"转发理由:转发微博  
原始用户: 姐姐追剧中
转发内容: #肖战星光大赏# 星光大赏VIP之星颁奖直拍看台尖叫声太大都快把说话声遮了，但是各种小细节真是迷死人了~野中有禁，K中带桃 @X玖少年团肖战DAYTOY#肖战2020最大的变化剪了短发#  姐姐追剧中的微博视频  ",,无,无,False,无,无,2020-12-22 15:45,nova7Pro你在焦点在,0,0,0
JzEc0j7Bh,"转发理由:转发微博  
原始用户: 羡爱丨肖战
转发内容: #肖战[超话]# [心]肖战——《最幸运的幸运》三机位你是我们最幸运的幸运啊 羡爱丨肖战的微博视频  ",,无,无,False,无,无,2020-12-22 15:44,nova7Pro你在焦点在,0,0,0
JzE7Sb0Ck,"转发理由:太甜了太甜了  
原始用户: 游素兰兰
转发内容: #电视剧余生请多指教[超话]# 只给你最好看的风景只给你我最大的偏心认真的说我的女孩我想让别人我想让她们羡慕你#肖战余生请多指教#  （在羡慕了......游素兰兰的微博视频  ",,无,无,False,无,无,2020-12-22 15:34,nova7Pro你在焦点在,0,0,0
JzE7L2dMK,"转发理由:转发微博  
原始用户: 浅笑甜兮
转发内容: #肖战[超话]##虾圈剪刀手计划1005# ❥肖战丨我爱你，无畏人海的拥挤。想给你看最美的风景，许你最多的偏爱@X玖少年团肖战DAYTOY “你不要说，我喜欢你”“你要说，这夏夜的月色真美”封面鸣谢@不吃胡桃 神仙色链@昨日他梦_ 封面字素@白桃纪 部分红海饭拍感谢@兔牙屁屁桑 BGM《勇气》 浅笑甜兮的微博视频 #肖战星光大赏# #向全世界安利肖战#                     ",,无,无,False,无,无,2020-12-22 15:34,nova7Pro你在焦点在,0,0,0
JzCOL8XhX,"转发理由:转发微博  
原始用户: 浓墨栖
转发内容: 我的妈呀我太喜欢听彩排了！！！！#肖战星光大赏##肖战星光大赏彩排##肖战最幸运的幸运# 浓墨栖的微博视频  ",,无,无,False,无,无,2020-12-22 12:14,nova7Pro你在焦点在,0,0,0
JzCpKtN9A,"转发理由:转发微博  
原始用户: 持續升溫·肖战
转发内容: 最幸运的幸运直拍𝐅𝐎𝐂𝐔𝐒想你@X玖少年团肖战DAYTOY 持續升溫·肖战的微博视频  ",,无,无,False,无,无,2020-12-22 11:12,nova7Pro你在焦点在,0,0,0
JzCk9w0is,"转发理由:这么想，堵车也没那么讨厌了  
原始用户: 肖洒的肖夫人
转发内容: 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈刚在抖刷到的，可能只有虾会有这种感受吧笑吐了  原图 ",,无,http://wx2.sinaimg.cn/large/006UH7BZly1glvwtp26o7j30mr0p3jti.jpg,False,无,无,2020-12-22 10:59,nova7Pro你在焦点在,0,0,0
JzCbXCdL8,"转发理由:有被触动到心灵  
转发内容: 抱歉，由于作者设置，你暂时没有这条微博的查看权限哦。查看帮助：http://t.cn/RfdBWwP  ",,无,无,False,无,无,2020-12-22 10:38,nova7Pro你在焦点在,0,0,0
JzC0WDLdb,"转发理由:最好的年华遇见你也是我最幸运的事@X玖少年团肖战DAYTOY   
原始用户: 1005号肥虾饲养部
转发内容: #肖战# #肖战疾冲# 肖战""听你说 那时的好 这几年别忘了"" 喜欢你是阿部最幸运的事@X玖少年团肖战DAYTOY  //悦晟音乐的微博视频   ",,无,无,False,无,无,2020-12-22 10:11,nova7Pro你在焦点在,0,0,0
JzBLN5E3n,"转发理由:怎么一堆叫婆婆的啊本来就是角色，老有人趁机占便宜，这样可不好，你说是不是啊婆婆  
原始用户: 演员王澜
转发内容: 看着挺感动的 ...   多少故事 都诞生在做梦的年龄！那种狂热的感觉 或许真的 一生只有一次 。 所以 它才是美好的！——  爱 是种坚强的理由！因为这么多人爱他 叫他如何能不坚强。……。——.. 所以 爱 也是种负累 ... 无法言喻 。唉  继续加油吧！ 好大儿！  [组图共5张] 原图 ",,无,"http://ww1.sinaimg.cn/large/457b5e24ly1glwcus4j4hj20v91vohdz.jpg,http://ww4.sinaimg.cn/large/457b5e24ly1glwcv0f4j6j20v91voqv9.jpg,http://ww4.sinaimg.cn/large/457b5e24ly1glwcuk6222j20v91voe86.jpg,http://ww2.sinaimg.cn/large/457b5e24ly1glwcv5mqvij20v91voe86.jpg,http://ww3.sinaimg.cn/large/457b5e24ly1glwcvb1w7jj20v91vou12.jpg",False,无,无,2020-12-22 09:34,nova7Pro你在焦点在,0,0,0
JzBJFcI2u,"转发理由:蔡丁妈，你的好大儿很坚强，每次见都更加挺拔，更加耀眼  
原始用户: 演员王澜
转发内容: 看着挺感动的 ...   多少故事 都诞生在做梦的年龄！那种狂热的感觉 或许真的 一生只有一次 。 所以 它才是美好的！——  爱 是种坚强的理由！因为这么多人爱他 叫他如何能不坚强。……。——.. 所以 爱 也是种负累 ... 无法言喻 。唉  继续加油吧！ 好大儿！  [组图共5张] 原图 ",,无,"http://ww1.sinaimg.cn/large/457b5e24ly1glwcus4j4hj20v91vohdz.jpg,http://ww4.sinaimg.cn/large/457b5e24ly1glwcv0f4j6j20v91voqv9.jpg,http://ww4.sinaimg.cn/large/457b5e24ly1glwcuk6222j20v91voe86.jpg,http://ww2.sinaimg.cn/large/457b5e24ly1glwcv5mqvij20v91voe86.jpg,http://ww3.sinaimg.cn/large/457b5e24ly1glwcvb1w7jj20v91vou12.jpg",False,无,无,2020-12-22 09:29,nova7Pro你在焦点在,1,0,0
JzBHK9UPh,"转发理由:好棒的沙画！！！  
原始用户: 喵咕小屋mg
转发内容: #肖战[超话]##肖战# [心]#我画的就是肖战#看着你去年玩雪的视频，那时的你真的好开心，我试着用沙画去描绘去感受你那份独有的天真浪漫，你啊，真的是世界上第一好的肖战啊，是我最幸运的幸运，我的男孩，我想让他们都羡慕你！今年，也请你开心的玩雪，你要做幸运且幸福的那个肖战啊！圣诞快乐！我的男孩！@X玖少年团肖战DAYTOY 喵咕小屋mg的微博视频                     ",,无,无,False,无,无,2020-12-22 09:24,nova7Pro你在焦点在,0,0,0
JzBBLD712,"转发理由:转发微博  
原始用户: 肖洒的肖夫人
转发内容: 感觉像是被弹出来的哈哈哈，你的小可爱突然出现    #肖战# 肖洒的肖夫人的微博视频  ",,无,无,False,无,无,2020-12-22 09:09,nova7Pro你在焦点在,0,0,0
JzBj0yCaO,我在#微博之夜#活动中，为@杨紫 投出了宝贵的5票！#微博KING和QUEEN#花落谁家，由你来定！点击微博KING和QUEEN投票，为她摘得荣誉桂冠！还能赢取盛典门票、现金红包及实物大奖哦！#2021料你好运#！  ,,无,无,True,无,无,2020-12-22 08:23,微博品牌活动,0,0,0
JzBdDi3Wk,#电视剧大赏#我已为@电视剧狼殿下  投出一票，和我一起选出2020年人气电视剧吧～人气剧集  ,,无,无,True,无,无,2020-12-22 08:10,势力榜,0,0,0
JzBdxnq1e,#电视剧大赏#我已为@X玖少年团肖战DAYTOY  投出一票，和我一起选出2020年人气男性角色吧～人气男性角色  ,,无,无,True,无,无,2020-12-22 08:10,势力榜,0,0,1
JzBcr80A5,"转发理由:转发微博  
原始用户: 秃头小作精
转发内容: #肖战# 啊啊啊啊啊啊啊大佬出街！！！ 秃头小作精的微博视频  ",,无,无,False,无,无,2020-12-22 08:07,nova7Pro你在焦点在,0,0,0
JzALXjnpH,"转发理由:  
原始用户: 六十三把有用的伞
转发内容: 最远的距离 最近的心跳 #肖战# （没有在讲自我感动 没有在讲双向奔赴  只是自言自语一个拉扯 反抗 最后失败的过程 创作本身没有附加含义） 六十三把有用的伞的微博视频  ",,无,无,False,无,无,2020-12-22 07:02,nova7Pro你在焦点在,0,1,0
Jzxkrk5bX,"转发理由:转发微博  
原始用户: 肖战丨视界VIEW
转发内容: #肖战[超话]##肖战# #肖战星光大赏# “为我遮蔽了风雨 你的爱带我穿过阴霾别怕你的未来有我在”肖肖，每一个爱你的人都在 只想要永远赴你的约 vv答应大家的三机位来了 祝大家和@X玖少年团肖战DAYTOY 在冬至这天，在冬至后的每一天，都要开心快乐 肖战丨视界VIEW的微博视频  ",,无,无,False,无,无,2020-12-21 22:16,nova7Pro你在焦点在,0,0,0
JzxiVkZfZ,"转发理由:半夜了，开始想战战了！  
原始用户: 双兔小弦弦
转发内容: 是谁开始想战战了是我  ",,无,无,False,无,无,2020-12-21 22:12,nova7Pro你在焦点在,0,0,0
JzxijwCpm,"转发理由:小年糕子  
原始用户: 奥特团子
转发内容: @X玖少年团肖战DAYTOY 老公快看我拍的年糕  [组图共4张] 原图 ",,无,"http://ww3.sinaimg.cn/large/aa7b6096gy1glvtuzh9t7j22c02c0e81.jpg,http://ww3.sinaimg.cn/large/aa7b6096gy1glvtwtx3osj22c02c0qv5.jpg,http://ww4.sinaimg.cn/large/aa7b6096gy1glvtv432m0j22c02c0u0x.jpg,http://ww4.sinaimg.cn/large/aa7b6096gy1glvtybzy9mj20ea0f07aq.jpg",False,无,无,2020-12-21 22:10,nova7Pro你在焦点在,0,0,0
Jzwv2lBnu,"转发理由:余生请多指教  
原始用户: PeachyZan
转发内容: #电视剧余生请多指教[超话]#余生请多指教 歌词版[心] PeachyZan的微博视频  ",,无,无,False,无,无,2020-12-21 20:09,nova7Pro你在焦点在,0,0,0
JzwuK4JsZ,"转发理由:请问我可以加入吗  
原始用户: 在呷
转发内容: #战肖是真的[超话]# 十八岁的天空  原图 ",,无,http://wx2.sinaimg.cn/large/4dc37cb5ly1glvq9wxa66j21uo1e04qs.jpg,False,无,无,2020-12-21 20:08,nova7Pro你在焦点在,0,0,0
JzwoVi0qp,"转发理由:有被冒犯到！  
原始用户: 小能豆子rainny
转发内容: #肖战[超话]##肖战星光大赏# [悲伤]#我画的就是肖战# 哥，你可知经过昨晚一役，你的虾虾们在深夜哭得梨花带雨～【这是不是屏幕前的你？】@X玖少年团肖战DAYTOY 小能豆子rainny的微博视频  ",,无,无,False,无,无,2020-12-21 19:54,nova7Pro你在焦点在,0,0,0
JzvVfA4RA,"转发理由:在外地上学，只想吃妈妈包的饺子🥟   
原始用户: 肖战影音会官微
转发内容: #肖战[超话]#[兔子]#和肖战一起成为更好的自己# 天时人事日相催，冬至阳生春又来。在古代民间有“冬至大如年”的说法。南方会有吃汤圆，北方会有吃饺子的习俗。今日冬至，大家吃了什么呢？@X玖少年团肖战DAYTOY  原图 ",,无,http://wx4.sinaimg.cn/large/006g88m9ly1glvnttn4w2j31e01pcqv6.jpg,False,无,无,2020-12-21 18:41,nova7Pro你在焦点在,0,0,0
JzvKk2wdV,"转发理由:转发微博  
原始用户: 睡不醒的Mr慢
转发内容: #向全世界安利肖战# 睡不醒的Mr慢的微博视频  ",,无,无,False,无,无,2020-12-21 18:14,nova7Pro你在焦点在,0,0,0
JzuFrDkSJ,"转发理由:回复@若安沐歌:看了就觉得可怜！  
原始用户: 醺豆小酒馆
转发内容: 今天🍉组关于腾讯星光大赏，肖战家灯牌相关澄清两则1⃣️【星关大赏门票为公开售票，肖战粉灯牌也被收很多】①猫眼12.15日为非公开售票，各家都无法抢公开票。②猫眼12.16日发售普通观众票，购票时只需提供姓名身份证号及收货地址，十四天内行程即可购票。上层C区大部分票是在猫眼平台公平抢票时抢到的座位，“。抢到了”广场当天肖战粉相关微博，现在也都没删。③肖战粉积极参加各种抡博送票抽票活动，为了几张门票抡博几百万转，参与图如下。④肖战粉被没收了非常多的灯牌，精心准备的多个长灯牌都被保安收走，在馆外也可以看到肖战家没能带进场的灯牌和没收的灯牌。没有所谓的“保安不收🦐的灯牌，只收其它艺人的灯牌” 。 2⃣️900年货指的是900个灯牌！原博原文也说了要【回收】年货的。明晃晃写了【回收年货】，票是不可以回收的，指的就是可借的灯牌。         [组图共11张]      原图                     ",,无,"http://ww3.sinaimg.cn/large/a1fe7491ly1glvk2y4eamj20j67c0kjn.jpg,http://ww4.sinaimg.cn/large/a1fe7491ly1glvhozo7yrj20kd2oc1kx.jpg,http://ww4.sinaimg.cn/large/a1fe7491gy1glv9o9cnwcj20ku0pwk3l.jpg,http://ww1.sinaimg.cn/large/a1fe7491gy1glv9o9sg6cj20u00midxx.jpg,http://ww2.sinaimg.cn/large/a1fe7491gy1glv9oa6dk7j20u00zaat7.jpg,http://ww2.sinaimg.cn/large/a1fe7491gy1glv9oaoj3yg20d809le49.gif,http://ww4.sinaimg.cn/large/a1fe7491gy1glv9obkjp2g20c00ixqv8.gif,http://ww2.sinaimg.cn/large/a1fe7491gy1glv9ocokobg20a80cq7wm.gif,http://ww2.sinaimg.cn/large/a1fe7491ly1glvk3fhbasj20jt0ipn1l.jpg,http://ww2.sinaimg.cn/large/a1fe7491ly1glvk3fyzfpj20ku0r7gqf.jpg,http://ww1.sinaimg.cn/large/a1fe7491ly1glvgwtkywzj20ku0zkn4w.jpg",False,无,无,2020-12-21 15:29,nova7Pro你在焦点在,0,0,0
Jzu2pi4CR,"转发理由:在哭了在哭了  
原始用户: 是你得不到的高贵冷艳
转发内容: #肖战甩笔##星光大赏红海# 痘上点亮红海我看到的最全的过程，都给我哭 是你得不到的高贵冷艳的微博视频  ",,无,无,False,无,无,2020-12-21 13:53,nova7Pro你在焦点在,0,0,0
Jztrz7PF3,"转发理由:转发微博  
原始用户: -大庭叶藏
转发内容: 妈诶………给我看哭了……… -大庭叶藏的微博视频  ",,无,无,False,无,无,2020-12-21 12:22,nova7Pro你在焦点在,0,0,0
Jztr8dkiS,"转发理由:转发微博  
原始用户: GelseyHT
转发内容: #肖战# 🌫  [组图共6张] 原图 ",,无,"http://ww1.sinaimg.cn/large/0060gb5sgy1gluvkk34m3j30u01904qp.jpg,http://ww3.sinaimg.cn/large/0060gb5sgy1gluvkq51s9j30u0190b29.jpg,http://ww1.sinaimg.cn/large/0060gb5sgy1gluvko123jj30u01904qp.jpg,http://ww3.sinaimg.cn/large/0060gb5sgy1gluvkzqov5j30u01901ky.jpg,http://ww3.sinaimg.cn/large/0060gb5sgy1gluvkstbdhj30u0190e81.jpg,http://ww3.sinaimg.cn/large/0060gb5sgy1gluvl76ypfj30u01901ky.jpg",False,无,无,2020-12-21 12:21,nova7Pro你在焦点在,0,0,0
JzthjeZeQ,"转发理由:@X玖少年团肖战DAYTOY  
原始用户: 肖战明天娶我
转发内容: 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈一猫一样 #肖战#  原图 ",,无,http://wx4.sinaimg.cn/large/cf6f199fly1glurmgdaluj21400u04go.jpg,False,无,无,2020-12-21 11:57,nova7Pro你在焦点在,0,0,0
Jzs6rsbLQ,#电视剧大赏#我已为@X玖少年团肖战DAYTOY  投出一票，和我一起选出2020年人气男性角色吧～人气男性角色  ,,无,无,True,无,无,2020-12-21 08:57,势力榜,0,0,0
Jzs0Bd0os,"转发理由:线上线下的虾虾，都大辛苦了！  
原始用户: 你该美丽中带着刺
转发内容: 这片红色 感谢每一个人  [组图共4张] 原图 ",,无,"http://ww2.sinaimg.cn/large/007aIu3Uly1gluqjos8rmj31kw0urakr.jpg,http://ww3.sinaimg.cn/large/007aIu3Uly1gluqjnwpv8j31400lr43d.jpg,http://ww4.sinaimg.cn/large/007aIu3Uly1gluqjpkajbj31400mgn40.jpg,http://ww1.sinaimg.cn/large/007aIu3Uly1gluqjq2rk4j31kw0whajj.jpg",False,无,无,2020-12-21 08:43,nova7Pro你在焦点在,0,0,0
JzrX77eC6,"转发理由:转发微博  
原始用户: 赞时不吃
转发内容: #肖战# XZ#肖战星光大赏# 从无到有，逐渐热烈。今夜全场我们给出百分百的努力，下一次见面，我们也会和你一样更挺拔记念这一次足够优秀的我们 赞时不吃的微博视频  ",,无,无,False,无,无,2020-12-21 08:34,nova7Pro你在焦点在,0,0,0
JzrScu7Y1,"转发理由:转发微博  
原始用户: 趋光yeye
转发内容: 我爱的肖战啊，他看到了看到了 趋光yeye的微博视频  ",,无,无,False,无,无,2020-12-21 08:22,nova7Pro你在焦点在,0,0,0
JzrL3dMOS,#电视剧大赏#我已为@电视剧狼殿下  投出一票，和我一起选出2020年人气电视剧吧～人气剧集  ,,无,无,True,无,无,2020-12-21 08:05,势力榜,0,0,0
JzrGBvYuT,"转发理由:转发微博  
原始用户: 肖战工作室
转发内容: 飞越星河，霞津锦浪动。恭喜@X玖少年团肖战DAYTOY 获得2020#腾讯视频星光大赏# “VIP之星”荣誉。仰望星空，脚踏实地，未来不设限，步履不停歇。#肖战星光大赏##肖战[超话]#  [组图共2张] 原图 ",,无,"http://ww3.sinaimg.cn/large/007fzS16ly1glusnre8o1j31h01hdqv5.jpg,http://ww2.sinaimg.cn/large/007fzS16ly1glusnsy5ngj31ej1evhdt.jpg",False,无,无,2020-12-21 07:54,nova7Pro你在焦点在,0,0,0
JzoAe3mtg,"转发理由:转发微博  
原始用户: 不要回头·肖战
转发内容: #肖战[超话]# 不哭噢。@X玖少年团肖战DAYTOY  [组图共12张] 原图 ",,无,"http://ww4.sinaimg.cn/large/0083MtDUly1glurf4wtu8j313j1naqo5.jpg,http://ww3.sinaimg.cn/large/0083MtDUly1glurfe0jluj30wm1cx4aw.jpg,http://ww3.sinaimg.cn/large/0083MtDUly1glurfg4ik6j31291lde5g.jpg,http://ww3.sinaimg.cn/large/0083MtDUly1glurev015tj31351mphan.jpg,http://ww3.sinaimg.cn/large/0083MtDUly1glureqa8dbj30u5198h12.jpg,http://ww2.sinaimg.cn/large/0083MtDUly1gluremaap3j311j1katx8.jpg,http://ww2.sinaimg.cn/large/0083MtDUgy1gluvgi8whcj319g1w57ti.jpg,http://ww2.sinaimg.cn/large/0083MtDUgy1gluvgcln8xj32a31iqhdv.jpg,http://ww4.sinaimg.cn/large/0083MtDUly1glureoytuxj323v35su0x.jpg,http://ww4.sinaimg.cn/large/0083MtDUly1glurf8etkxj314w1pbtzc.jpg,http://ww2.sinaimg.cn/large/0083MtDUly1glures4fwmj312w1mbh6k.jpg,http://ww2.sinaimg.cn/large/0083MtDUgy1gluvggztxoj323v35shdu.jpg",False,无,无,2020-12-21 00:00,nova7Pro你在焦点在,0,0,0
