label	text_a
肖战	请两天假让我循环一下我们三哥！我保证归来带着高速。🚕🚗🚙下次估计直接在主页，或者在粉见里，那就辛苦大家两天后时不时翻翻我。树树勇敢飞，出事儿自己背。
肖战余生请多指教	肖先生~周末愉快吖[微风]月底了~有需要互动涨信用的👭嘛!来互蹭也可评论👇🏻[肖战正能量艺人！]测一波权重xzxzgg
肖战	xz热搜在榜，大家多发原创多加热冲冲冲
肖战斗罗大陆	❗️❗️❗️打卡扩散还有谁没做寻艺明权吗？一个都不要划过花十分钟做一下，冲冲冲这是最基础的啊xz
肖战	放松时嘴两边有肉嘟嘟，嚼东西会有饭窝窝，笑得太激烈左眼睛会比右眼小，害羞的时候耳朵会红,拥抱喜欢埋肩，不设防的时候会听到嘿嘿笑笑完还有呲溜声，左边唇下有一颗小痣，喜欢吃小面包他是肖战
肖战	祝肖战牛转乾坤！Happy牛year！平平安安顺顺利利健健康康快快乐乐天天开心❤不要太瘦，过年多吃点
肖战斗罗大陆	瞅瞅这特效怎么着也得七分吧
肖战疾冲	xz直接转发，大量❗❗希望可以卡三
狼殿下肖战	肖战疾冲狼殿下肖战🤟肖战我喜欢你肖战平安喜乐🥰肖战顺利健康🥳肖战茂林修竹，肖战坦诚真挚💖肖战谦逊有礼，肖战温润如玉肖战认真努力😘，肖战善良正直🎉，肖战未来可期！
肖战	三十六【军阀少帅＆天涯歌女】偏萧战不知轻重，在她耳畔轻言沉吟，斐夏听得心猿意马，仿佛又回到了同他初见的雨夜。“你走神了，再这样我要罚你了。”“你教会我这个，就不怕我要了你的命。”薄唇轻启，斐夏垂眸掩住自己的情绪。【合集】肖战民国《西江月》合集西江月肖战民国向xz
肖战	事后就是后悔，十分后悔。多吃一根🍦＝多加两组卷腹现在依然有点撑。
肖战	xz今天发所有微博都带上这两个词条词云冲冲冲还有晚上要点赞，大家懂吧？今晚流量很多，一定不能掉链子哈
肖战	必须记录一下！本终于吃到小灶的火锅了
肖战唐三	xz宝子们，还有半个小时！观剧：中午12点锁定CCTV81.电视机2.手机下载央视频，登录并绑定手机号，预约斗罗大陆，12点看央八直播（算实时收视）3.电脑也要用央视频（看图一）下载雷电模拟器，在其中下载央视频，也要登录，最好也绑定手机号。最好都打开[牛哞哞]多宣传，让更多人看剧
肖战1005生日快乐	xz宝宝们看过来！1.再次提醒超话别忘了签到！！否则披皮黑等级越来越高只会越来越难以分辨真粉和假粉。2.哥哥微博被消赞了的速速去补一下，长按点赞选择大笑，内赞多点点虽然同步了微博，别忘了去绿洲给顾医生点个赞哦，绿瓣好多人在盯着我们呢！
肖战唐三	谢邀我看了魂骨被削那段我感觉我的背好痛……
支持肖战代言	与和@MOLSION陌森眼镜一起直面每一面，探索无限可能2021，冲鸭
肖战余生请多指教	xz愿我们在硝烟散尽的世界里重逢
肖战	宝宝们睡前检查一下签到了吗忘记了的赶紧哦其他不会的看这里寻艺明权和送花盖楼很重要xz
肖战唐三	转发理由://@肖战影音会官微:[加油]输一次不代表输一辈子，永不言败！[加油][加油]原始用户:肖战工作室转发内容:遭遇挫败，打不倒的唐三绝不轻言放弃！既然输得不服气，更要加倍努力绝地反击[加油]
肖战疾冲	手一握，我只有马摘星手一放，我有满天星
肖战	友友们有一点点压力加油
早安	早安让我康康今天多少人的梦想是变成富婆
肖战	[鲜花]肖战：今晚，又被我迷死了吧
肖战	xz本来今天没有抢到票，心情就不好了🙃然后又遇到一些乱七八糟的杂事心情就更不好了🙃🙃🙃🙃🙃🙃但是呢下午我收到了芭莎杂志看到战战的那一刻，我的心瞬间平静了。嗯，世界那么美好，我还能看到你，我为什么要为这些事烦心呢？
肖战	今天也要是元气满满顺顺利利的一天😁
苏战	『军阀少帅*天涯歌女』民国.强取豪夺.苏渣.《西江月》【日更】他是上海滩首屈一指的少年帅才，杀伐果断，沉着冷素。她是留洋归国的落魄千金，零落红尘，欢场逢迎。一夜纠葛，夙世羁绊，步步沦陷。【剪辑】便利门第一第二第三第四第五第六第七第八-十二【后续在上边的新鲜事里】xzxzgg
肖战	肖战好帅肖战好帅我觉得肖战好帅肖战又高又帅肖战唱歌好听肖战作品好看期待肖战余生请多指教期待肖战顾魏期待肖战斗罗大陆期待肖战唐三理智支持肖战代言理智支持肖战影视综艺肖战天天开心（🐑号）肖战粉丝肖战工作室肖战为你开小灶肖战代言真果粒肖战王牌肖战公益一路有你
肖战	半秒没？
肖战	转发理由:我宝贝棒原始用户:肖战丨有钱战报1005转发内容:商业价值榜单数次登顶，数据榜单长居高位，品牌认证断货王，业内口中的带货王......关于肖战商业价值，真金白银，数据说话；带货实力，榜上分高下。这是一份肖战商务数据报告，盘点陈情令开播至双十一期间肖战的商业合作，相关数据经严格筛选，统计明星【单链/主推产品】（统计肖战单链带货≠将路人盘划归粉丝盘）、【对比】品牌过往大盘，直观呈现肖战的带货力。答“等品牌出报告”“不要吹”等质疑：肖战粉丝不仅擅长售罄、秒空等拼手速的抢货能力，更擅长在后续活跃积极种草、晒单。报告中，销售数字和涨幅倍数极具震撼力。对，你没有看错，肖战就是这么🐮🍺
肖战	还有人不知道等下零点！tb真果粒旗舰店有蒙牛真果粒新口味红柚四季春两箱装吗？昨天晚上没抢到的今晚有机会啦！！下定金送哥哥新海报哦！二月份补尾款，地址要考虑好哟广而告之❗️
肖战唐三	xz宝贝们，中午好，📣📣见扩见顶，不要忘记基础呀❗️❗️1.宝贝们哥哥微博，请多多转赞评，内赞点赞！不会还有人没有抡博吧[单身狗]2.花十秒做一下寻权3.再花十秒送三朵小花花给大帅哥送花链接非常非常简单，不要拖，很多人想拖到晚上做最后就忘记啦4.做完了继续追剧继续炖鹅
肖战	转发理由://@1005号虾虾能量客栈:今晚七点半《春满东方幸福牛年·2021东方卫视春节晚会》不见不散！和一起锁定东方卫视。原始用户:东方卫视番茄台转发内容:热呼呼的东方春晚节目单来啦~戳图提前锁定精彩。今晚19:30⏰携手犇向幸福年，锁定《春满东方幸福牛年2021东方卫视春节晚会》，下载百视TVAPP，观看更多精彩。
肖战最好的你	xz【集美们，互六一对于我来说简直忙疯了，这么晚来求】愿你所有幸运，都不期而遇；愿你所有美好，都如约而至。愿以温柔岁月，赴你梦想之约，心存希望，伴你同行，初心不变，爱战如初肖战斗罗大陆肖战余生请多指教
肖战我喜欢你	十二.『军阀少帅＆天涯歌女』“你这通身上下的书卷气，怎么来的。”我不习惯与他亲近，躲他又退无可退，险些撞到床头的红木围栏上，萧战抢先一步用手垫了一下，这才没撞到头。“你要不说话，我可就要……。”他今天一身墨蓝色衬衫，整个人卸下戎装之后，俨然一副清俊贵公子的样子。眉梢轻挑，作势就要来解我的扣子。“人……人腹有诗书气自华。”我磕磕巴巴得推开他。他只暗暗笑道。“卿卿，你到底是个什么样的姑娘？”他像是自言自语，又像是在问我，我被他唤了小字，内心一阵狂跳。“我是什么人，少帅早在带我回官邸的时候，就查清楚了吧。”【…见图…】『十三.十四回』【西江月更新合集】肖战民国《西江月》合集【混剪】xzxzxzggzz
肖战陌森眼镜品牌代言人	xz我喜欢肖战肖战好帅肖战演技好肖战唱歌好听肖战作品好看期待肖战余生请多指教期待肖战顾魏肖战粉丝支持肖战代言支持肖战影视综艺肖战平平安安顺顺利利健健康康肖战斗罗大陆肖战唐三肖战狼殿下肖战疾冲
肖战	就…还是不想夸它…
肖战	肖先生の1314天🍓我喜欢你の1171天💖愿往后余生皆是你✨
肖战斗罗大陆	🆘🆘寻艺明权寻艺明权！十秒钟的事！！最后二十分钟赶紧赶紧xz
每日一善	[心]善是一种美德，人善是一种修养，真善是一种功德，对人要有一种诚信，对事要有一种明白，要学会尊敬，要学会安静和祥和。
肖战	最近几天最后一小时只有几百万因为很多人要睡了要开大火了
肖战	"您有一条""我想你了""短信！请查收"
肖战最好的你	今日积分求，肖战🍑xz东莞显示地图
肖战	“皇上，你知道兰因絮果这句话吗？我少时读的时候只觉得惋惜，如今却明白了，花开花落自有时。”
肖战最好的你	xz我来晚啦，要20个🥕养小兔子🐰
晚安	晚安，大家晚安，肖战
肖战	上热搜了！大力铺！带官方链接，不要分流！买耳朵家规啥的也可以铺！
晚安	全世界晚安，我的手机和电脑除外
肖战1005生日快乐	xz3.2亿了
肖战	随手存个图因为又有人造谣收视率了（P1）收视最高点是蔡丁和妈妈这里（p2）（p3）同时间段野榜比较（p4）最后【单集】观看人次181.6万（p5）不许口嗨不许用这个来吹，只是破下洗脑包
肖战	"初雪祝大家:有钱快乐平安健康幸运顺顺利利~哥…虽然我字特别丑🙈但我写你名字超""自信""有钱哥哥2021顺顺利利风特别大雪特别滑❄️踩XZ的时候差点劈了个大叉"
肖战	青春学苑，天才集结，热血逍遥游！斗罗全员已登陆，快来和小伙伴们一起来周游武魂世界吧～2月5日起，腾讯视频同步CCTV8和肖战一起开启热血之旅蓝银草，有！昊天锤，有！紫极魔瞳，有！八蛛矛，有！魂技，有！史莱克七怪，有！又帅又强的唐三，有！！都有！！！
肖战	我哭了是不是还有好多散粉宝宝不知道寻权是啥反而去投一些莫名其妙的榜
肖战余生请多指教	肖战余生请多指教xz肖战斗罗大陆肖战生图超级酷，肖战超级温柔，肖战三观特别正，肖战性格很刚毅，肖战是个浑身充满正能量。
肖战	过年好呀~过年好呀~祝福🦐🦐过年好
肖战我喜欢你	xz〖肖战〗余光满满都是你，亿万星辰犹不及。
肖战	来来来，点一点，别回黑
肖战	最爱红丝绒小蛋糕。
肖战疾冲	xz晓月风「肖」肃，君子「战」如竹。保持炙热坚持下去!或许前路未必光明坦荡…但也一定充满无限可能…让我们一起成为更好的自己吧未来一起成长！
肖战斗罗大陆	xz期待肖战微博之夜，来重温一下去年的微博之夜造型！！！顺便给肖战在播电视剧《斗罗大陆》摆个摊，每天中午12点的cctv8，或腾讯视频观看！
肖战最好的你	xzxz情人节快乐[给你小心心]
肖战斗罗大陆	xz今日份积分，谢谢各位
肖战	魂师大赛中史兰客团战帅炸了！！控制系武魂唐三是整个团队的核心人物领导全队slay全场不用昊天锤也能赢！！
肖战最好的你	xz愿我深爱着的那个少年永远“爱你所爱，求你所求，听从你心，无问西东。”“我们成为彼此的骄傲”。肖战余生请多指教肖战斗罗大陆图片cr.logo
向全世界安利肖战	xz肖战发抖音了，依旧很帅很帅，但是我想da他一顿……
肖战疾冲	xz恭喜肖战，星推周榜冠军🏆
肖战	昨天突然看到一句话，月亮好可怜，我们有月亮，月亮却只有自己。宝贝，我们只是希望守护你
肖战	本肖战粉丝觉得肖战图片好帅！但是比起肖战王牌部队路透图，我还是觉得肖战工作室发的图更清晰，更适合做肖战壁纸！一边吃着开小灶真果粒一边期待肖战待播剧余生请多指教呀！肖战平安喜乐肖战顺顺利利我喜欢肖战肖战抖音
肖战	术后吃火锅🍲
每日一善	❤️日行一善，积善成德。人要有一颗善良的心、宽广的心、美好的心、感恩的心，这样才能去帮助有困难的人。
肖战斗罗大陆	xz【指路回，不回主超链接】肖战正能量艺人，肖战助力湖北公益直播，肖战粉丝公益项目组，肖战DAYTOY公益组，肖战《经典永流传》，肖战《竹石》，肖战《红梅赞》，肖战抗疫短片《三十三》旁白，肖战春晚小品，肖战致敬抗疫英雄，肖战号召理智追星，演员肖战演技好，歌手肖战唱歌棒，肖战引导粉丝越来越优秀！xzxzgg肖战肖战余生请多指教[心]肖战斗罗大陆
肖战最好的你	xz早上好，我来要兔兔啦～
肖战	十月份的八本在下务必记得还书
肖战正能量艺人	xz自从粉了肖肖谨言慎行，每天三遍问自己，发的东西对不对，说没说过不得体的话。微博都是左手刷，生怕手滑，我带着我喜欢的肖肖，我说错什么话会连累大家的。真，谨小慎微。
肖战	转发理由://@秃噜皮皮酱:啊啊啊啊肖战好帅！期待今晚肖战带来的表演！挥手告别2020，迎接2021！原始用户:肖战工作室转发内容:时空旋转黑洞，银光撕裂火热。迎风而行，甩掉感伤，无畏热爱。
肖战最好的你	xz❤❤愿你平安无疾，星途坦荡，未来繁花似锦，被这个世界温柔以待❤❤互捞，指路回东莞显示地图
肖战斗罗大陆	📣📣📣朋友们顶一顶扩一扩！！七点啦，我们一起来团建追剧呗打开第10集和11集，多发【弹幕】多发【评论】交流剧情冲冲冲xz
肖战斗罗大陆	xz需要兔兔[衰]……肖战优秀肖战正能量
肖战	众相渡他落笔一千零五句情话，合笺将念想赠他。有人给他举伞吗，他的愿都实现了吗。爱恨廉价似苍苍蒹葭，历尽千帆仍无瑕。纵风煞毁如麻佑众相渡他！一路滚打肃杀，扮龙套亦自洽，从海报边步步撞入画。也饰众生挣扎，酣畅难自拔。苦艾后劲皆贪共与他，那少年身仗狼牙。唇角藏意气风发，拂雪看人间坦荡。烈风驭下且把狂云驯驾，抬眼波一身风华。辨不清谁染韶光，年少成名万鬼怕。望光亮两世皆行走潇洒！
肖战余生请多指教	xz今日份的兔粮(我一般不回捞，因为我看不到你的等级，等级低于9级帖子不捞🙅)平静且平安
肖战最好的你	[羞嗒嗒]兔兔兔兔兔🐰❤🐰兔兔兔兔兔肖战正能量艺人肖战最帅
支持肖战代言	xz收到短信了，明信片兑换了[哈哈]，等待物流
肖战斗罗大陆	xz3.8互夸，指路必回肖战清爽干净！肖战真诚随性！肖战温暖平和！肖战呆萌可爱！肖战温文尔雅！肖战玉树临风！肖战君子如竹！肖战丰神俊朗！肖战正能量艺人！肖战踏实认真！肖战积极上进！肖战乐观敬业！肖战礼貌谦逊！肖战有礼有节！肖战演技灵动自然！肖战平安喜乐，肖战顺顺利利。
肖战顾魏	转发理由:🐴原始用户:星闻揭秘转发内容:啊啊啊啊！快看肖战敲鼓，帅晕了好吗！一股狠劲，哥哥A爆了
电视剧斗罗大陆	好棒！！多发评论和弹幕！冲鸭冲鸭爬爬们加油！！xz
肖战	推荐菜谱【小米丸子】:(想看更多？下载下厨房App:下厨房)
肖战斗罗大陆	看图一，是真的诶，大家扩一下！！我已经点满30个内赞了，你们呢？xz
肖战	转发理由://@深渊也可前程万里:七夕为爱战放//@长安故里LW:为爱战放七夕快乐战战今天超级超级帅战战下次见啦//@1005号虾虾能量客栈:心动赴约原始用户:肖战工作室转发内容:灿若星辰点亮夜空，孤独星球盛开浪漫。出席ROSEONLY七夕线上发布会。如期已至，心动相约。
肖战斗罗大陆	xz🐰肖战余生请多指教肖战顾魏肖战斗罗大陆肖战唐三肖战唱歌好听肖战正能量艺人🌹肖战优秀青年男演员🍃肖战低调谦逊🌸肖战顺顺利利，肖战平安喜乐，肖战万事顺意，肖战正能量偶像，肖战优秀青年演员，肖战三观正，肖战温柔善良勇敢，肖战未来可期，肖战我们一路同行
肖战	.六.『军阀少帅＆天涯歌女』“你很怕我？”萧战解开上身的制服，随手搭在沙发上，笑意阑珊。我只撰紧手中一方绢帕，强忍泪意，尤自倔强，不肯看他。“斐小姐可能不知道，我这个人最喜欢的，就是去争一些原本不属于自己的东西。”他抬了抬我的下颚，淡淡的烟草的气息扑面而来。而整座官邸气派肃穆，和它的主人一样，充满了压迫感，我就被他这么步步相逼，瘫坐在他客厅的矮沙发上。“你陪我一晚，我不为难你。”…【看图呀】…传送《西江月》持续更新目录肖战民国《西江月》合集第五回第七回西江月xzxzggxfxzz方天择四周年快乐肖战工作室一周年快乐肖战喜乐平安
肖战	xz这个寻艺是认真的吗还有谁没做的见转扩散，十秒钟不耽误追剧呀
肖战陌森眼镜品牌代言人	xz认准下方官链和官方旗舰店！一定记得备注小飞侠天猫陌森旗舰店🔗TMALL🔗京东陌森旗舰店🔗❌不要从其他途径或者闲🐟购买，因为都不算他的销量！
肖战我们的歌	转发理由:兔兔原始用户:夷陵碧婷转发内容:兔兔抱头
肖战斗罗大陆	一集不够看啊，等一个惊喜
肖战唐三	xz肖战牛年吉祥如意！[给你小心心]肖战牛年福气满满！肖战牛年顺顺利利！肖战牛年健健康康！肖战牛年牛气冲天！肖战牛年万事如意！
肖战	xz鬼故事来了[衰]品牌星浏览☞没睡觉的，进进出出👆🏻❗
狼殿下肖战	耗子不行了[委屈]要很多很多兔兔肖战好帅阿我好喜欢肖战xz
肖战	来了！来了！来了
早安	早安👋🏻小赞(٩(´͈ᗨ`͈)۶)
肖战	上条微博只想表达：世界纷纷扰扰~只有我哥哥是最好的我只和情绪稳定不扒私不出口成脏不张口闭口对工作人员重拳出击谁谁谁死妈的人交流🌹
肖战	好像三哥吸到了冰球小赞和眼镜战总的血
肖战	齐了吧🙈应该没有还没看过的了吧~
肖战	转发理由:哈哈哈，哥哥，留学我们暂时放弃，可以先把火锅店开起(日常担心肖战跑路)原始用户:重庆吃喝玩乐排行榜转发内容:喊你回重庆吃火锅啦！！！
肖战	肖战，生日快乐，要一直做你热爱的事，一直健康快乐。没有什么比你的笑脸更值得，没有什么比你的健康更珍贵肖战
肖战	转发理由:请停止造谣原始用户:肖战工作室转发内容:假
肖战	喵喵~喵喵~生日快乐吖🎂@糕冷的喵平安喜乐~万事胜意！好好吃饭~顺顺利利！
肖战	xz📣📣📣十二点啦！！打开电视机！打开央视频！！看斗罗大陆啦！
肖战	好呀！我来了，我来了
向全世界安利肖战	想告诉你：我知道你依然是肖战，秋天所有果实会丰收。你要好好的，爱你的人很多很多。你逆光而来，配得上这世间所有的好。肖战，你好，我依然是小飞侠[爱你]
苏战	三十二【军阀少帅＆民国歌女】萧战起了逗她的心思，笑着问她“小木盒抱得那么紧做甚？”“难不成是旧情郎送你的，卿卿才这般放不下。”他声音低沉，带着热气扑洒在她耳畔，斐夏慌忙去跟他解释：“我没有旧情郎。”连载肖战民国《西江月》合集xz肖战民国向
支持肖战代言	xz商务看过来，图1有好东西送❗
肖战斗罗大陆	听说，多兔兔可以续命[思考]肖战肖战最最优秀，肖战余生请多指教，肖战斗罗大陆，肖战唐三
肖战	xz宝贝们，晚上好，📣📣见扩见顶，不要忘记基础呀❗️❗️花十秒做一下寻权再花十秒送三朵小花花给大帅哥送花链接再去贴吧给小赞盖一栋大别墅[抱一抱]非常非常简单，不要拖，很多人想拖到后面做最后就忘记啦做完了继续追剧继续炖鹅
肖战	"""出息了…""我居然被吞图了"
早安	早安今天去线下的🦐🦐一定要注意安全！做好个人防护~照顾好自己和灯牌哦
肖战我们的歌	对于某个男人大半夜不睡觉这件事我已经无力吐槽了[摊手]哥哥，咱下次早点睡，好吧
肖战	转发理由:转发微博原始用户:肖战华中粉丝会转发内容:xz它来了它来了它带着活动走来了【肖战x开小灶武汉活动】🔸活动地址：武汉市江岸区循礼门地铁F出口有家便利店🔸活动详情：1⃣6月21日上午11：00至晚上8：00到店打卡，分享现场照片及地址至自媒体途径，即可免费领取周边一份（环保袋+海报+手幅）2⃣6月21日当天现场购买开小灶赠送官方周边（之后的一个月内，周三至周日到店购买也会赠送）此外还有丰富有趣的小游戏和抽奖，不容错过✨中中小福利：1⃣转发这条微博抽3位虾送开小灶周边一份2⃣带现场打卡照片发微博并且@肖战华中粉丝会，随机抽2位虾送开小灶周边（要求：肖战唯粉，关注@肖战华中粉丝会，一切解释权归华中所有）感谢品牌方@开小灶官方微博九省通衢品锅气，快去现场打卡感受城市味蕾吧～很期待你们的照片噢✨中中温馨提示：天气预报显示武汉周日有雨，虾们记得带伞。出行记得佩戴口罩，相互之间保持一定距离，不要拥挤。抽奖详情
支持肖战代言	转发理由:保持一颗平常心，做事情的时候竭尽全力地去做，然后用这颗平常心去对待最终的结果原始用户:秃噜皮皮酱转发内容:xz肖战:无需技巧，抛去浮华，我们现在最珍贵的成分，就是真诚，用我们的一腔热血去做好”xzxzgg
肖战余生请多指教	xz端午安康，来20个肉粽子，宝贝端午安康，顺顺利利
肖战唐三	我又来了我又来了走过路过的爬爬花十秒钟去做一下寻权哦今天必有十二万[牛年大吉]xz
肖战最好的你	xz热爱可抵岁月漫长，在最好的夏天，尚好的青春里遇见了此生最美的风景-肖战，便已满足，余生请多指教！今日兔贴，指路回
肖战余生请多指教	xz顺顺利利每一天[心]，求今日
肖战	1326天希望你快乐…不止生日未来比故事要长，像你许诺的那样顺顺利利！
肖战最好的你	睡前紧急求兔🆘🆘！谢谢！！！肖战优秀肖战帅气
肖战	"今晚的节目真的太满足了""冬梦之约""真的圆了好多""梦""运动肖战，念白肖战，歌手肖战"
肖战斗罗大陆	转发理由://@肖战影音会官微:今日到！热血少年志在心，卓绝天赋斗罗行。期待携唐三登场，踏平荆棘，演绎精绝传奇！原始用户:电视剧斗罗大陆转发内容:今日发布秘境空间海报！光怪陆离的幽幽秘境中，七怪手持各式各样的秘宝。来自秘境的神秘力量，助七怪实力更攀高峰，问鼎斗罗大陆，近在咫尺间！@吴宣仪_Betty@高泰宇GTY@刘美彤@Liurn刘润南@丁笑滢@敖子逸
肖战余生请多指教	xz今日份表白给王爷，喜你暖日笑颜，欢你认真一眼。你似晴里阳光，肖肖笛声悠扬，战眸令我回望¹¹₉✨✨✨
肖战	牛蒙蒙真的太可爱了！！！哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
肖战	转发理由:坚果:爹，您自己去就好了，勿cue查看图片原始用户:绵绵思远道DAYTOY转发内容:选择一样道具出海，答案竟然是？？？？来自千里之外老父亲的伟大（？）父爱！敬礼！！
肖战	再忙，也不忘给你送花🌹，肖战平安喜乐[心]
肖战	转发理由://@1005号虾虾能量客栈:脑力全开的唐三原始用户:肖战工作室转发内容:三哥又双叒火力全开，脑力担当的地位被捍卫得死死的
肖战	套转好像又恢复了？白科普了一通
肖战唐三	这个热搜也是我们的！可以舞起来啦！！顺便花30秒做一下寻权呗！！别忘了晚上团建弹幕和评论呦！xz
肖战余生请多指教	xz【在线互，我不保证我等会就睡着，睡醒会回，不回主超链接】“我觉得努力对我来说不是一个标签,它就是很平常化的一件事情，是我每天都要做的一件事。”肖战余生请多指教狼殿下肖战图片cr.logo
早安	XZ今日积分贴求[兔子]，指路回早安
肖战我们的歌	打算今天直接睡到12点，这样一睁眼就可以看到你啦[爱你]xzxzxzxz诚信互捞，指路必回，求二十个兔兔
肖战最好的你	求所谓少年感，不一定是具体的年纪，而是一种状态，面对新鲜事物的冲劲和努力
肖战	应该先抢小灶鸭的！[流下了悔恨的泪水]被卡飞N次…最后决定先保住一套二期房@开小灶官方微博灶儿~鸭子会养第二批吗？想要！想要！想要！你考虑一哈嘛！肖战为你开小灶
肖战正能量艺人	xz此时此刻肖战你是这状态吧
肖战为你开小灶	今日收获双份快乐[太开心]快乐✖️2限量从没抢到过の人终于也出息了一次✌🏻️xz
肖战	你是人间四月天，我是食堂干饭仙！好好吃饭
肖战疾冲	xz敬佩你的义薄云天，因为知晓你有自己所坚守的正义和信仰；心疼你的深情不悔，因为懂得你有自己所坚守的执着和无私；爱慕你的志存高远，因为明白你有自己所坚守的理想和志向。期待狼殿下，期待疾冲！期待肖战
肖战我喜欢你	xz今日份求兔兔❤️，1000+谢谢🙏🙏肖战我爱你肖战正能量偶像肖战演技好棒肖战唱歌好听
肖战唐三	央8央8电视机打开了吗？！！！冲冲冲！！看唐三啦xz
肖战	转发理由://@肖战全球后援会:感谢@时尚COSMO邀请！其实…不用肖战调制爱情药水也已经被你迷得晕头转向啦！原始用户:时尚COSMO转发内容:2019去年肖战在COSMO时尚美丽盛典后台调制了一份爱情药水，今年又要施展什么魔法吗？
狼殿下肖战	肖战疾冲xz狼殿下肖战心有满足，镌刻光点，我们因爱汇聚，因爱前行，热爱可抵岁月漫长，彼此保护从来不是说说而已，肖战顺顺利利，肖战我喜欢你
肖战最好的你	xz“信者得爱，爱是唯一。肖战，有你在，哪里都是玫瑰星球~”支持肖战影视综艺肖战斗罗大陆
肖战唐三	xz快来三千个爬爬救救我！！马上就十一万了
肖战	朋友圈背景图|水果壁纸[草莓控系列]
肖战	斗罗大陆，打戏超燃，节奏超快！！肖战饰演的控制系魂师唐三slay全场！！！
肖战	xz宝贝们，晚上好，📣📣见扩见顶，不要忘记基础呀❗️❗️1.打开电视机，打开央视频，看斗罗大陆啦~2.热搜上了，大家多铺多加热！3超话积分还有人不会做吗？每人每天都去求兔拿满！存着等差距缩小时抛超话积分新虾指南：花十秒做一下寻权5.再花十秒送三朵小花花给大帅哥送花链接非常非常简单，不要拖，很多人想拖到晚做最后就忘记啦6.做完了继续追剧继续炖鹅[牛牛哒]
肖战余生请多指教	丨这个世上有很多事是解释不通的，比如突然的失落，莫名其妙兴奋，没有由来的开心，以及没有理由的我就想陪伴你很久很久肖战余生请多指教肖战斗罗大陆
肖战	电视上已经播完了！！小怪物们转战腾讯视频咯8-9集已经更新，这两集太高能了！昊天锤现身！！值得反复观看！冲冲冲xz
肖战	🆘🆘所有虾虾，先做完这个！再来犯花痴！！！先做寻权！！！xz
肖战斗罗大陆	转发理由://@兔毛栽培队:今晚记得和三哥不见不散原始用户:央视频转发内容:【速速收藏！又双叒上新啦】一路的风景里，有你们陪伴，便不会孤单！每晚22:20，CCTV-8经典剧场两集连播，央视频可同步观看哦！，24小时播不停→
肖战公益一路有你	3月12日，肖战粉丝泉州小飞侠公益团队与泉州市森林消防大队的“蓝朋友”们，一起在莆田仙游郊尾镇进行义务植树活动。25℃室外温度，几个从小没有拿过铁锹，锄头的小姑娘，配合着“蓝朋友”们，从早上八点半一直到十一点半，总共植树将近40棵树，太阳很大，手心很疼，但是笑容最美(这点确实粉随正主)。同时带上其他泉州小飞侠的爱心，十一箱蒙牛纯牛奶，5箱真果粒进行爱心慰问[心]公益路上，和正能量偶像肖战一起前行
肖战余生请多指教	|肖战愿你笑容一如既往，愿你永远被温暖包围，愿余生安好，愿所想都能实现
阳光信用	[微风]每月日常想涨涨涨信用~评论请不要艾特大牌不要带链接转发这条wb·并带阳光信用立涨大家一起涨涨涨信用极好哒来给我蹭一蹭吧
阳光信用	日常互动涨信用啦🍑本人肖战粉[兔子]看清楚再蹭💣ta的别来🍑🚫勿快转/评论请不要艾特大牌❌不要带链接🔗转发这条wb/并带tag阳光信用立涨[冰雪奇缘雪宝]
肖战余生请多指教	xz少年当逐天光，岁岁步步如愿以偿，前途坦荡，再无风霜[鲜花]今日份兔兔，谢谢各位
早安	早安气温即将告别零上
肖战	减肥的事吧只能随缘自己胖的每一斤都不无辜🥺
肖战斗罗大陆	虾虾们早上好！！来一人一句夸大帅哥的话，来接龙肖战好帅xz
肖战斗罗大陆	转发理由://@1005号虾虾能量客栈:炽热青春，并肩逐梦。向阳而生，唐三，毕业快乐！原始用户:微博电视剧转发内容:炽热青春，并肩逐梦。史兰客七怪@吴宣仪_Betty@高泰宇GTY@刘美彤@Liurn刘润南@丁笑滢@敖子逸一路相携相伴，经历千锤百炼，为心中信仰，无惧风雨踏破险阻，终于在风云变幻的斗罗大陆上展示出独属于自己的精彩。@辰亦儒@演員邱心志
肖战唐三	xz宝贝们，看剧间隙花十秒做一下寻权哦真的就十秒，不会耽误大家追剧哒送花链接还有给肖战大帅哥送三朵小花花
晚安	"战战的羡羡开播一周年快乐吖🥳不知不觉已经开播一周年了~我很喜欢在pyq发自己爱豆[害羞]遥记得一年前阿令开播后一群好友发pyq.私信我说:后悔没要吃我的安利xz🍑这两个话题我一直都超级喜欢偷偷的说:每次看到哥哥被夸！都好有一种""妈粉""的自豪呀！[刚刚找聊天记录截图都在骄傲的扯着嘴角哈哈哈哈哈哈哈哈哈]感恩你遇见了魏无羡~感恩我遇见了肖战~喜欢上肖战也感谢各位因为魏无羡喜欢上肖战的姐妹~感恩你们的喜欢和陪伴~未来我们继续与战同行！一路相伴青山不改，绿水长流，后会有期，来日方长！未来可期🌟晚安我的肖先生✨我的战战和你的羡羡永远都要顺顺利利平平安安开开心心的哦！爱您🙆🏻♀️"
肖战余生请多指教	xz祝你扶摇直上，星途坦荡，如愿以偿，再无风霜。肖战正能量艺人‖肖战余生请多指教
肖战1005生日快乐	元气满满的回力战，太爱这套了，笑的好甜肖战
肖战	正在播放《满足》●━━━━━━━━━━10:05只为你的笑容不被辜负无论未来多么辛苦
