,微博正文,点赞数,转发数,评论数,附图,附链接,TAG,明星,清洗正文
951,转发理由:我记得这是命中注定啊。（我不听别人怎么解释，反正我就知道这是命中注定）#肖战红梅赞#@X玖少年团肖战DAYTOY转发内容:抱歉，作者已设置仅展示半年内微博，此微博已不可见。赞[0]原文转发[0]原文评论[0]转发理由:我记得这是命中注定啊。（我不听别人怎么解释，反正我就知道这是命中注定）#肖战红梅,3,2,1,,[],['肖战红梅赞'],['@X玖少年团肖战DAYTOY'],转发理由:我记得这是命中注定啊。（我不听别人怎么解释，反正我就知道这是命中注定）@X玖少年团肖战DAYTOY转发内容:抱歉，作者已设置仅展示半年内微博，此微博已不可见。赞[0]原文转发[0]原文评论[0]转发理由:我记得这是命中注定啊。（我不听别人怎么解释，反正我就知道这是命中注定）#肖战红梅
952,#肖战[超话]##肖战陪你读诗词#【与诗行——小学组——70】墨梅[元]王冕我家洗砚池边树，朵朵花开淡墨痕。不要人夸好颜色，只留清气满乾坤。@X玖少年团肖战DAYTOY#肖战劝学#封面@落日荒潮素材源于网络、哦皇等BGM：墨梅——谭维维@小肥虾诗词学习交流博B组团建系列汇总：http://t.cn/A6Zx5nIhps请问一共出现了多少种梅花？视频中你最爱王爷的哪个造型？（也可以说说自己对视频画面的理解或者这首诗的理解，欢迎你们在评论区踊跃回答）泷月丶寒的微博视频,204,41,217,,['http://t.cn/A6Zx5nIhps'],"['肖战[超话]', '肖战陪你读诗词', '肖战劝学']",['@X玖少年团肖战DAYTOY'],【与诗行——小学组——70】墨梅[元]王冕我家洗砚池边树，朵朵花开淡墨痕。不要人夸好颜色，只留清气满乾坤。@X玖少年团肖战DAYTOY封面@落日荒潮素材源于网络、哦皇等BGM：墨梅——谭维维@小肥虾诗词学习交流博B组团建系列汇总：请问一共出现了多少种梅花？视频中你最爱王爷的哪个造型？（也可以说说自己对视频画面的理解或者这首诗的理解，欢迎你们在评论区踊跃回答）泷月丶寒的微博视频
953,#肖战[超话]#诗词小团建：梅花创作活动招募令主办：@小肥虾诗词学习交流博和【与诗行】@泷月丶寒缘起：寒冬过后，盛开的梅花更加美丽！活动规则：1，参与形式（原创）：A组：手绘作画。原创一副画，与梅花相关，画种不限。B组：视频制作。制作与梅花相关的视频，可原创或从网上选素材，后者需标明出处！C组：P图创作。通过P图创作梅花图！配诗：以上作品皆可配诗，可以是古诗（标明出处），或是原创诗歌！2，参与时间：本周日4月12日！3，参与方式：在超话发布，带两个话题#肖战劝学#和#肖战陪你读诗词#，标明分组（A组、B组和C组），同时@X玖少年团肖战DAYTOY、@小肥虾诗词学习交流博和@泷月丶寒4.所有参与作品皆可用作于后续宣传诗词之旅，与您同行，欢迎各位的踊跃参与哦！[鲜花]感谢p1@·一眼星光·p3@一碗甜酒·P7@面面面条酱授权备注：此博配图部分为虾虾原创，部分来自百度图片，如有侵权，请联系博主删除！[组图共9张]原图,170,46,148,"<re.Match object; span=(402, 411), match='[组图共9张]原图'>",[],"['肖战[超话]', '肖战劝学', '肖战陪你读诗词']",['@X玖少年团肖战DAYTOY'],诗词小团建：梅花创作活动招募令主办：@小肥虾诗词学习交流博和【与诗行】@泷月丶寒缘起：寒冬过后，盛开的梅花更加美丽！活动规则：1，参与形式（原创）：A组：手绘作画。原创一副画，与梅花相关，画种不限。B组：视频制作。制作与梅花相关的视频，可原创或从网上选素材，后者需标明出处！C组：P图创作。通过P图创作梅花图！配诗：以上作品皆可配诗，可以是古诗（标明出处），或是原创诗歌！2，参与时间：本周日4月12日！3，参与方式：在超话发布，带两个话题和，标明分组（A组、B组和C组），同时@X玖少年团肖战DAYTOY、@小肥虾诗词学习交流博和@泷月丶寒4.所有参与作品皆可用作于后续宣传诗词之旅，与您同行，欢迎各位的踊跃参与哦！[鲜花]感谢p1@·一眼星光·p3@一碗甜酒·P7@面面面条酱授权备注：此博配图部分为虾虾原创，部分来自百度图片，如有侵权，请联系博主删除！
954,当然期待了。正所谓梅花香自苦寒来，如今苦寒已过，春天已到。肖战发布手绘梅花照片，你期待他早日复工吗,8,0,2,,[],[],[],当然期待了。正所谓梅花香自苦寒来，如今苦寒已过，春天已到。肖战发布手绘梅花照片，你期待他早日复工吗
955,#肖战[超话]##肖战#@X玖少年团肖战DAYTOY哥哥你大概不知道，就过年的这几个月来，我正式的成为了一名剪刀手。其实自己感觉蛮幸福的，可以按照自己的想法去剪视频，自己去剪自己的脑洞，自己去构思故事情节，嗯，虽然说有时候会卡壳，但是呢，整体来说自己还是很乐于去做这件事情的。所以呢，这几个月我不但在上课，平时呢生活过得也是很充实的。尤其是最近当我开始负责一个活动的时候，就会觉得自己真的在成长，然后在成长为更好的自己。小组的姐姐妹妹们都是很好的，我们互相扶持着，在努力的去做这个活动。大家都在努力，努力的去成为更好的自己，努力的成为那个让你骄傲的小飞侠。而且我们最近不是开展了公益项目吗？这些项目其实实用性都挺高的，而且我们也很喜欢这些。#肖战陪你读诗词#泷月丶寒的微博视频,221,18,55,,[],"['肖战[超话]', '肖战', '肖战陪你读诗词']",['@X玖少年团肖战DAYTOY'],@X玖少年团肖战DAYTOY哥哥你大概不知道，就过年的这几个月来，我正式的成为了一名剪刀手。其实自己感觉蛮幸福的，可以按照自己的想法去剪视频，自己去剪自己的脑洞，自己去构思故事情节，嗯，虽然说有时候会卡壳，但是呢，整体来说自己还是很乐于去做这件事情的。所以呢，这几个月我不但在上课，平时呢生活过得也是很充实的。尤其是最近当我开始负责一个活动的时候，就会觉得自己真的在成长，然后在成长为更好的自己。小组的姐姐妹妹们都是很好的，我们互相扶持着，在努力的去做这个活动。大家都在努力，努力的去成为更好的自己，努力的成为那个让你骄傲的小飞侠。而且我们最近不是开展了公益项目吗？这些项目其实实用性都挺高的，而且我们也很喜欢这些。泷月丶寒的微博视频
956,转发理由:#肖战陪你读诗词#我收到作业了。今天真是开心的一天转发内容:抱歉，作者已设置仅展示半年内微博，此微博已不可见。,1,1,0,,[],['肖战陪你读诗词'],[],转发理由:我收到作业了。今天真是开心的一天转发内容:抱歉，作者已设置仅展示半年内微博，此微博已不可见。
957,转发理由:哥哥，春天到了哦转发内容:抱歉，作者已设置仅展示半年内微博，此微博已不可见。,1,0,1,,[],[],[],转发理由:哥哥，春天到了哦转发内容:抱歉，作者已设置仅展示半年内微博，此微博已不可见。
958,转发理由:#肖战陪你读诗词#春天来了[冰雪奇缘雪宝][冰雪奇缘雪宝][冰雪奇缘雪宝]转发内容:抱歉，作者已设置仅展示半年内微博，此微博已不可见。,2,1,0,,[],['肖战陪你读诗词'],[],转发理由:春天来了[冰雪奇缘雪宝][冰雪奇缘雪宝][冰雪奇缘雪宝]转发内容:抱歉，作者已设置仅展示半年内微博，此微博已不可见。
959,#每日一善#关注他们，帮助他们，一次转发能让更多人行动起来！,0,0,0,,[],['每日一善'],[],关注他们，帮助他们，一次转发能让更多人行动起来！
960,#每日一善#今天是2020年04月09日，我支持微公益，这只是一个开始，有爱，让微博不再冷漠！http://t.cn/AiubOXIV,0,0,0,,['http://t.cn/AiubOXIV'],['每日一善'],[],今天是2020年04月09日，我支持微公益，这只是一个开始，有爱，让微博不再冷漠！
961,#肖战[超话]##肖战陪你读诗词#【与诗行—初中组—15】春望——（唐）杜甫国破山河在，城春草木深。感时花溅泪，恨别鸟惊心。烽火连三月，家书抵万金。白头搔更短，浑欲不胜簪。#肖战劝学#@X玖少年团肖战DAYTOY封面@青吟儿素材部分来源于网络，陈情令，哦皇bgm春望—婷婷姐姐系列汇总http://t.cn/A6ZMftez泷月丶寒的微博视频,201,59,244,,['http://t.cn/A6ZMftez'],"['肖战[超话]', '肖战陪你读诗词', '肖战劝学']",['@X玖少年团肖战DAYTOY'],【与诗行—初中组—15】春望——（唐）杜甫国破山河在，城春草木深。感时花溅泪，恨别鸟惊心。烽火连三月，家书抵万金。白头搔更短，浑欲不胜簪。@X玖少年团肖战DAYTOY封面@青吟儿素材部分来源于网络，陈情令，哦皇bgm春望—婷婷姐姐系列汇总泷月丶寒的微博视频
962,#肖战[超话]##肖战陪你读诗词#【与诗行】竹石肖战‖谍战‖民国#虾圈剪刀手计划1005#泷月丶寒的微博视频,1890,129,329,,[],"['肖战[超话]', '肖战陪你读诗词', '虾圈剪刀手计划1005']",[],【与诗行】竹石肖战‖谍战‖民国泷月丶寒的微博视频
963,#肖战[超话]##虾圈剪刀手计划1005#【肖战】甜向‖团宠✨还有星光还有你✨——大结局—————————————————@X玖少年团肖战DAYTOY#肖战#xz前情指路👉序言http://t.cn/A6zVshBT第一集http://t.cn/A6ziYQN5第二集http://t.cn/A6z0Tba9第三集http://t.cn/A6z8Ma54第四集http://t.cn/A6zFgyka第五集http://t.cn/A6ZAGYrE第六集http://t.cn/A6ZYBhNmps没看过的同学要从序言开始看起哦封面@青吟儿禁二改｜转载请注明出处泷月丶寒的微博视频,139,20,196,,"['http://t.cn/A6zVshBT', 'http://t.cn/A6ziYQN5', 'http://t.cn/A6z0Tba9', 'http://t.cn/A6z8Ma54', 'http://t.cn/A6zFgyka', 'http://t.cn/A6ZAGYrE', 'http://t.cn/A6ZYBhNmps']","['肖战[超话]', '虾圈剪刀手计划1005', '肖战']",['@X玖少年团肖战DAYTOY'],【肖战】甜向‖团宠✨还有星光还有你✨——大结局—————————————————@X玖少年团肖战DAYTOYxz前情指路👉序言第一集第二集第三集第四集第五集第六集没看过的同学要从序言开始看起哦封面@青吟儿禁二改｜转载请注明出处泷月丶寒的微博视频
964,转发理由://@X玖少年团肖战DAYTOY:铭记英雄，缅怀同胞。原始用户:人民日报转发内容:#清明祭#【今天发条微博，为那些没能来得及的告别】今日，全国哀悼。此刻，一起缅怀，为逝去的同胞！#哀悼抗击新冠疫情牺牲烈士和逝世同胞#原图,3,0,0,"<re.Match object; span=(113, 115), match='原图'>",[],"['清明祭', '哀悼抗击新冠疫情牺牲烈士和逝世同胞']",['@X玖少年团肖战DAYTOY'],转发理由://@X玖少年团肖战DAYTOY:铭记英雄，缅怀同胞。原始用户:人民日报转发内容:【今天发条微博，为那些没能来得及的告别】今日，全国哀悼。此刻，一起缅怀，为逝去的同胞！
965,#肖战[超话]##虾圈剪刀手计划1005#【肖战】甜向‖团宠✨还有星光还有你✨——第六集—————————————————@X玖少年团肖战DAYTOY#肖战#xz破站链接http://t.cn/A6ZYUFkK前情指路👉序言http://t.cn/A6zVshBT第一集http://t.cn/A6ziYQN5第二集http://t.cn/A6z0Tba9第三集http://t.cn/A6z8Ma54第四集http://t.cn/A6zFgyka第五集http://t.cn/A6ZAGYrEps没看过的同学要从序言开始看起哦封面@青吟儿禁二改｜转载请注明出处泷月丶寒的微博视频,149,16,239,,"['http://t.cn/A6ZYUFkK', 'http://t.cn/A6zVshBT', 'http://t.cn/A6ziYQN5', 'http://t.cn/A6z0Tba9', 'http://t.cn/A6z8Ma54', 'http://t.cn/A6zFgyka', 'http://t.cn/A6ZAGYrEps']","['肖战[超话]', '虾圈剪刀手计划1005', '肖战']",['@X玖少年团肖战DAYTOY'],【肖战】甜向‖团宠✨还有星光还有你✨——第六集—————————————————@X玖少年团肖战DAYTOYxz破站链接前情指路👉序言第一集第二集第三集第四集第五集没看过的同学要从序言开始看起哦封面@青吟儿禁二改｜转载请注明出处泷月丶寒的微博视频
966,我为#肖战[超话]#贡献2403影响力，超话目前在明星超话榜No.1！戳这里→http://t.cn/RrKeREG~跟我一起打榜应援爱豆抢占封面吧~,1,0,0,,['http://t.cn/RrKeREG'],['肖战[超话]'],[],我为贡献2403影响力，超话目前在明星超话榜No.1！戳这里→~跟我一起打榜应援爱豆抢占封面吧~
967,我刚使用会员特权送给了@X玖少年团肖战DAYTOY5朵鲜花，希望陪你从开始到未来的每一个高光时刻，我们一起走花路吧！X玖少年团肖战DAYTOY已收到5898431朵花,1,0,0,,[],[],['@X玖少年团肖战DAYTOY'],我刚使用会员特权送给了@X玖少年团肖战DAYTOY5朵鲜花，希望陪你从开始到未来的每一个高光时刻，我们一起走花路吧！X玖少年团肖战DAYTOY已收到5898431朵花
968,转发理由://@-Awide-:在社会各方的支持和帮助下，相信国家将迎来脱贫攻坚收官之战的最终胜利。公益是需要长期坚持关注的事业，力所能及处，人人互助时原始用户:央视三农转发内容:#三农发布#【农产品滞销互联网助力，青年一代加入脱贫攻坚收官战】克服疫情影响、打好脱贫攻坚战已成为社会各界共同责任。地方官员借直播“带货”、青年演员用短视频助销、青年明星做出表率#战疫助农#.......全方位的网络助农正在推进，多维度的社会合力已然形成。值得肯定的是，青年一代正在感召之下，成为脱贫攻坚的主力军。农产品滞销互联网助力，青年一代加入脱贫攻坚收官战,2,0,0,,[],"['三农发布', '战疫助农']",[],转发理由://@-Awide-:在社会各方的支持和帮助下，相信国家将迎来脱贫攻坚收官之战的最终胜利。公益是需要长期坚持关注的事业，力所能及处，人人互助时原始用户:央视三农转发内容:【农产品滞销互联网助力，青年一代加入脱贫攻坚收官战】克服疫情影响、打好脱贫攻坚战已成为社会各界共同责任。地方官员借直播“带货”、青年演员用短视频助销、青年明星做出表率.......全方位的网络助农正在推进，多维度的社会合力已然形成。值得肯定的是，青年一代正在感召之下，成为脱贫攻坚的主力军。农产品滞销互联网助力，青年一代加入脱贫攻坚收官战
969,转发理由:@泷月丶寒:#肖战陪你读诗词#每日一首诗，今日是十五从军征[冰雪奇缘雪宝][冰雪奇缘雪宝][冰雪奇缘雪宝][冰雪奇缘雪宝]原始用户:-汩汨栗栗-转发内容:#肖战[超话]#[心]#肖战陪你读诗词#x#肖战劝学#z#虾圈剪刀手计划1005#【与诗行——初中组——3】十五从军征——佚名（汉代）十五从军征，八十始得归。道逢乡里人：家中有阿谁？遥看是君家，松柏冢累累。兔从狗窦入，雉从梁上飞。中庭生旅谷，井上生旅葵。舂谷持作饭，采葵持作羹。羹饭一时熟，不知贻阿谁！出门东向看，泪落沾我衣。@X玖少年团肖战DAYTOY·封面@抱抱小奶糕子·剪辑@-汩汨栗栗-·素材部分来源于网络·bgm：十五从军征-婷婷姐姐系列汇总:http://t.cn/A6ZMftez-汩汨栗栗-的微博视频,8,2,0,,['http://t.cn/A6ZMftez'],"['肖战陪你读诗词', '肖战[超话]', '肖战陪你读诗词', '肖战劝学', '虾圈剪刀手计划1005']",['@X玖少年团肖战DAYTOY'],转发理由:@泷月丶寒:每日一首诗，今日是十五从军征[冰雪奇缘雪宝][冰雪奇缘雪宝][冰雪奇缘雪宝][冰雪奇缘雪宝]原始用户:-汩汨栗栗-转发内容:[心]xz【与诗行——初中组——3】十五从军征——佚名（汉代）十五从军征，八十始得归。道逢乡里人：家中有阿谁？遥看是君家，松柏冢累累。兔从狗窦入，雉从梁上飞。中庭生旅谷，井上生旅葵。舂谷持作饭，采葵持作羹。羹饭一时熟，不知贻阿谁！出门东向看，泪落沾我衣。@X玖少年团肖战DAYTOY·封面@抱抱小奶糕子·剪辑@-汩汨栗栗-·素材部分来源于网络·bgm：十五从军征-婷婷姐姐系列汇总:-汩汨栗栗-的微博视频
970,转发理由:@X玖少年团肖战DAYTOY我永远支持你！我们一起拿下#明星势力榜#第一名！转发内容:抱歉，作者已设置仅展示半年内微博，此微博已不可见。,0,0,0,,[],['明星势力榜'],['@X玖少年团肖战DAYTOY'],转发理由:@X玖少年团肖战DAYTOY我永远支持你！我们一起拿下第一名！转发内容:抱歉，作者已设置仅展示半年内微博，此微博已不可见。
971,转发理由:#肖战陪你读诗词#诗经的第2则来了。蒹葭！！辛苦九离了。原始用户:九樱离卉子转发内容:#肖战[超话]#[给你小心心]#肖战劝学#xz#肖战陪你读诗词##虾圈剪刀手计划1005#【与诗行—初中组—蒹葭】2、蒹葭《诗经》蒹葭苍苍，白露为霜。所谓伊人，在水一方。溯洄从之，道阻且长。溯游从之，宛在水中央。蒹葭萋萋，白露未晞。所谓伊人，在水之湄。溯洄从之，道阻且跻。溯游从之，宛在水中坻。蒹葭采采，白露未已。所谓伊人，在水之诶。溯洄从之，道阻且右。溯游从之，宛在水中沚。@X玖少年团肖战DAYTOY剪辑@九离Daytoy11封面@撑伞的蘑菇酱DAYTOY部分素材来自于网络，侵删哦皇素材@MOMEI·肖战视频收集站BGM蒹葭—婷婷姐姐（请不要上升真人）禁二传二改九离Daytoy11的微博视频,6,3,2,,[],"['肖战陪你读诗词', '肖战[超话]', '肖战劝学', '肖战陪你读诗词', '虾圈剪刀手计划1005']",['@X玖少年团肖战DAYTOY'],转发理由:诗经的第2则来了。蒹葭！！辛苦九离了。原始用户:九樱离卉子转发内容:[给你小心心]xz【与诗行—初中组—蒹葭】2、蒹葭《诗经》蒹葭苍苍，白露为霜。所谓伊人，在水一方。溯洄从之，道阻且长。溯游从之，宛在水中央。蒹葭萋萋，白露未晞。所谓伊人，在水之湄。溯洄从之，道阻且跻。溯游从之，宛在水中坻。蒹葭采采，白露未已。所谓伊人，在水之诶。溯洄从之，道阻且右。溯游从之，宛在水中沚。@X玖少年团肖战DAYTOY剪辑@九离Daytoy11封面@撑伞的蘑菇酱DAYTOY部分素材来自于网络，侵删哦皇素材@MOMEI·肖战视频收集站BGM蒹葭—婷婷姐姐（请不要上升真人）禁二传二改九离Daytoy11的微博视频
972,转发理由:转发微博转发内容:抱歉，作者已设置仅展示半年内微博，此微博已不可见。,0,1,0,,[],[],[],转发理由:转发微博转发内容:抱歉，作者已设置仅展示半年内微博，此微博已不可见。
973,#肖战[超话]##肖战陪你读诗词#【与诗行—初中组—9】次北固山下——【唐】王湾客路青山外，行舟绿水前。潮平两岸阔，风正一帆悬。海日生残夜，江春入旧年。乡书何处达，归雁洛阳边。#肖战劝学#@X玖少年团肖战DAYTOY封面@青吟儿素材部分来源于网络，陈情令，哦皇bgm次北固山下系列汇总http://t.cn/A6ZMftez泷月丶寒的微博视频,335,72,369,,['http://t.cn/A6ZMftez'],"['肖战[超话]', '肖战陪你读诗词', '肖战劝学']",['@X玖少年团肖战DAYTOY'],【与诗行—初中组—9】次北固山下——【唐】王湾客路青山外，行舟绿水前。潮平两岸阔，风正一帆悬。海日生残夜，江春入旧年。乡书何处达，归雁洛阳边。@X玖少年团肖战DAYTOY封面@青吟儿素材部分来源于网络，陈情令，哦皇bgm次北固山下系列汇总泷月丶寒的微博视频
974,转发理由:@X玖少年团肖战DAYTOY我永远支持你！我们一起拿下#明星势力榜#第一名！转发内容:抱歉，作者已设置仅展示半年内微博，此微博已不可见。,1,0,0,,[],['明星势力榜'],['@X玖少年团肖战DAYTOY'],转发理由:@X玖少年团肖战DAYTOY我永远支持你！我们一起拿下第一名！转发内容:抱歉，作者已设置仅展示半年内微博，此微博已不可见。
975,#肖战陪你读诗词#【与诗行】小组制作❗❗所有篇幅将持续更新❗❗小学必备篇目1.江南http://t.cn/A6wXVROj2.长歌行http://t.cn/A6ZCU4WE3.敕勒歌http://t.cn/A6AWcdef4.咏鹅5.风6.咏柳7.回乡偶书8.凉州词·黄河远上白云间9.登鹤雀楼10春晓11凉州词·葡萄美酒夜光杯http://t.cn/A6ZT6oWR12出塞http://t.cn/A6wY4Pod13芙蓉楼送辛渐http://t.cn/A6ARB2j314鹿柴http://t.cn/A6AuBRM515送元二使安西http://t.cn/A62bznrP16.九月九日忆山东兄弟17.静夜思18.古朗月行（节选）19.望庐山瀑布20赠汪伦http://t.cn/A6ZeiaHE21黄鹤楼送孟浩然之广陵http://t.cn/A6wwtEZT22早发白帝城http://t.cn/A6ArDVM423望天门山http://t.cn/A62tBnQ224别董大25绝句26春夜喜雨http://t.cn/A6APUHZ927绝句28江畔独步寻花29枫桥夜泊http://t.cn/A6AF3kyH30滁州西涧31游子吟32早春呈水部张十八员外33渔歌子34塞下曲·月黑雁飞高35望洞庭36浪淘沙37赋得古原草送别38池上39忆江南40小儿垂钓41悯农（一）42悯农（二）43.江雪44寻隐者不遇45.山行46.清明47.江南春48.蜂49.江上渔者50.元日51泊船瓜洲52书湖阴先生壁53.六月二十七日望湖楼醉书54.饮湖上初晴后雨55.惠崇春江晚景56.题西林壁57.夏日绝句58.三衢道中59.示儿60.秋夜将晓出篱门迎凉有感61.四时田园杂兴（一）62.四时田园杂兴（二）63.小池64.晓出净慈寺送林子方65.春日66.观书有感67.题临安邸68.游园不值69.乡春四月70.墨梅http://t.cn/A6wbG11971.石灰吟72.竹石73.所见74.村居75.己亥杂诗原图,24,10,10,"<re.Match object; span=(853, 855), match='原图'>","['http://t.cn/A6wXVROj2.', 'http://t.cn/A6ZCU4WE3.', 'http://t.cn/A6AWcdef4.', 'http://t.cn/A6ZT6oWR12', 'http://t.cn/A6wY4Pod13', 'http://t.cn/A6ARB2j314', 'http://t.cn/A6AuBRM515', 'http://t.cn/A62bznrP16.', 'http://t.cn/A6ZeiaHE21', 'http://t.cn/A6wwtEZT22', 'http://t.cn/A6ArDVM423', 'http://t.cn/A62tBnQ224', 'http://t.cn/A6APUHZ927', 'http://t.cn/A6AF3kyH30', 'http://t.cn/A6wbG11971.']",['肖战陪你读诗词'],[],【与诗行】小组制作❗❗所有篇幅将持续更新❗❗小学必备篇目1.江南长歌行敕勒歌咏鹅5.风6.咏柳7.回乡偶书8.凉州词·黄河远上白云间9.登鹤雀楼10春晓11凉州词·葡萄美酒夜光杯出塞芙蓉楼送辛渐鹿柴送元二使安西九月九日忆山东兄弟17.静夜思18.古朗月行（节选）19.望庐山瀑布20赠汪伦黄鹤楼送孟浩然之广陵早发白帝城望天门山别董大25绝句26春夜喜雨绝句28江畔独步寻花29枫桥夜泊滁州西涧31游子吟32早春呈水部张十八员外33渔歌子34塞下曲·月黑雁飞高35望洞庭36浪淘沙37赋得古原草送别38池上39忆江南40小儿垂钓41悯农（一）42悯农（二）43.江雪44寻隐者不遇45.山行46.清明47.江南春48.蜂49.江上渔者50.元日51泊船瓜洲52书湖阴先生壁53.六月二十七日望湖楼醉书54.饮湖上初晴后雨55.惠崇春江晚景56.题西林壁57.夏日绝句58.三衢道中59.示儿60.秋夜将晓出篱门迎凉有感61.四时田园杂兴（一）62.四时田园杂兴（二）63.小池64.晓出净慈寺送林子方65.春日66.观书有感67.题临安邸68.游园不值69.乡春四月70.墨梅石灰吟72.竹石73.所见74.村居75.己亥杂诗
